Tendances et prix d'ajustement du 01/06/2024
Heure de début;Heure de fin;Prix moyen pondéré à la hausse pour l'équilibre du système électrique(Euros/MWh);Prix le plus élevé des énergies d'équilibrage,comptabilisées à la hausse ou importées (en Euros/MWh);Prix moyen pondéré à la baisse pour l'équilibre du système électrique(Euros/MWh);Prix le moins élevé des énergies d'équilibrage,comptabilisées à la baisse ou exportées (en Euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Hausse, pour la reconstitution des Services Système  (en Euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Baisse, pour la reconstitution des Services Système  (en Euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Hausse, pour la reconstitution des marges (en euros/MWh);Prix moyen pondéré des Offres d'Ajustement Activées à la Baisse, pour la reconstitution des marges (en euros/MWh);Prix Moyen Pondéré, des Offres d'Ajustement Activées à la hausse, pour cause P=C, à partir d'offres dont le DMO est inférieur ou égal à 13 minutes (en euros/MWh);Prix Moyen Pondéré des Offres d'Ajustement Activées à la Baisse, pour cause P=C, à partir d'offres dont le DMO est inférieur ou égal à 13 minutes (en euros/MWh);Prix Moyen Pondéré, des Offres d'Ajustement Activées à la hausse, pour cause P=C, à partir d'offres dont le DMO est strictement supérieur à 13 minutes (en euros/MWh);Prix Moyen Pondéré des Offres d'Ajustement Activées à la Baisse, pour cause P=C, à partir d'offres dont le DMO est strictement supérieur à 13 minutes (en euros/MWh);Prix Moyen Pondéré des offres d'aFRR activées à la Hausse (en euros/MWh);Prix Moyen Pondéré des offres d'aFRR activées à la Baisse(en euros/MWh);Prix clearing TERRE(en euros/MWh);Prix Moyen Pondéré des offres MEAS à la Hausse (en euros/MWh);Prix Moyen Pondéré des offres MEAS à la Baisse (en euros/MWh)
11/06/2024 16:30;11/06/2024 17:00;9.52;9.57;-93.95;-133.00;N/A;-5.09;N/A;N/A;N/A;-133.00;N/A;N/A;N/A;N/A;N/A;N/A;-117.28
11/06/2024 17:00;11/06/2024 17:30;9.94;9.94;3.52;-133.00;N/A;-5.09;N/A;N/A;N/A;-133.00;N/A;3.09;N/A;N/A;N/A;N/A;N/A
11/06/2024 17:30;11/06/2024 18:00;56.69;90.62;13.19;-133.00;N/A;-5.09;N/A;N/A;N/A;15.97;N/A;3.09;N/A;N/A;N/A;N/A;N/A
11/06/2024 18:00;11/06/2024 18:30;81.61;115.00;0.37;-17.94;N/A;N/A;N/A;N/A;N/A;N/A;110.43;3.09;N/A;N/A;N/A;N/A;N/A
11/06/2024 18:30;11/06/2024 19:00;80.08;115.00;13.77;10.42;N/A;N/A;N/A;N/A;N/A;N/A;110.43;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 19:00;11/06/2024 19:30;8.42;8.42;-3.54;-33.11;N/A;2.42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 19:30;11/06/2024 20:00;6.11;6.11;48.19;48.01;N/A;-1.98;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 20:00;11/06/2024 20:30;40.10;40.10;-29.86;-49.30;N/A;2.42;N/A;N/A;40.10;2.20;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 20:30;11/06/2024 21:00;13.62;13.62;-15.75;-51.41;N/A;2.42;N/A;N/A;N/A;5.69;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 21:00;11/06/2024 21:30;20.28;22.53;11.00;2.40;N/A;N/A;N/A;N/A;N/A;3.63;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 21:30;11/06/2024 22:00;13.62;13.62;11.76;2.40;N/A;N/A;N/A;N/A;N/A;2.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 22:00;11/06/2024 22:30;72.36;76.07;9.98;2.40;N/A;N/A;N/A;N/A;N/A;2.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 22:30;11/06/2024 23:00;74.16;76.07;14.14;2.40;N/A;2.42;N/A;N/A;N/A;2.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 23:00;11/06/2024 23:30;20.06;20.24;10.36;2.40;N/A;2.42;N/A;N/A;N/A;2.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A
11/06/2024 23:30;12/06/2024 00:00;17.82;17.82;2.00;-7.04;N/A;N/A;N/A;N/A;N/A;2.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 00:00;12/06/2024 00:30;56.57;72.90;25.73;23.39;N/A;N/A;N/A;N/A;59.16;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 00:30;12/06/2024 01:00;25.91;26.30;32.00;30.91;N/A;N/A;N/A;N/A;26.30;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 01:00;12/06/2024 01:30;41.71;60.79;27.97;27.76;N/A;N/A;N/A;N/A;43.57;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 01:30;12/06/2024 02:00;47.97;60.80;21.00;20.76;N/A;N/A;N/A;N/A;43.76;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 02:00;12/06/2024 02:30;42.36;44.60;21.30;20.03;N/A;N/A;N/A;N/A;43.57;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 02:30;12/06/2024 03:00;-12.41;-12.41;16.07;11.82;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 03:00;12/06/2024 03:30;10.92;11.56;17.79;17.79;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 03:30;12/06/2024 04:00;9.46;9.46;2.45;1.18;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 04:00;12/06/2024 04:30;-12.41;-12.41;5.06;3.27;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 04:30;12/06/2024 05:00;-12.41;-12.41;7.47;7.47;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 05:00;12/06/2024 05:30;7.08;7.17;23.74;19.63;N/A;N/A;N/A;N/A;N/A;24.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 05:30;12/06/2024 06:00;35.37;44.90;17.50;9.90;N/A;-12.44;N/A;N/A;39.00;9.90;N/A;27.20;N/A;N/A;N/A;N/A;N/A
12/06/2024 06:00;12/06/2024 06:30;103.28;137.40;-0.24;-10.00;N/A;-6.97;N/A;N/A;N/A;-1.83;116.91;27.20;N/A;N/A;N/A;N/A;N/A
12/06/2024 06:30;12/06/2024 07:00;64.98;137.40;38.01;-10.00;N/A;-9.72;N/A;N/A;N/A;-3.64;69.94;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 07:00;12/06/2024 07:30;79.81;118.88;71.13;-10.00;N/A;-9.72;N/A;N/A;N/A;-10.00;83.48;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 07:30;12/06/2024 08:00;101.44;118.88;27.30;-5.30;N/A;-4.19;N/A;N/A;N/A;-5.30;112.59;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 08:00;12/06/2024 08:30;102.63;114.00;52.35;-5.30;N/A;-0.78;N/A;N/A;N/A;-5.30;107.22;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 08:30;12/06/2024 09:00;74.54;114.00;106.83;43.93;N/A;-4.19;N/A;N/A;26.30;N/A;107.22;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 09:00;12/06/2024 09:30;30.59;52.60;39.08;39.08;N/A;N/A;N/A;N/A;38.20;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 09:30;12/06/2024 10:00;37.28;42.40;-50.81;-70.13;N/A;N/A;N/A;N/A;42.40;-10.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 10:00;12/06/2024 10:30;31.67;42.40;-0.34;-10.00;N/A;N/A;N/A;N/A;42.40;-10.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 10:30;12/06/2024 11:00;15.29;15.29;23.02;15.29;N/A;N/A;N/A;N/A;N/A;24.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 11:00;12/06/2024 11:30;11.68;11.68;11.68;11.68;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 11:30;12/06/2024 12:00;11.68;11.68;11.68;11.68;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 12:00;12/06/2024 12:30;38.96;99.00;20.06;20.06;N/A;N/A;N/A;N/A;47.21;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 12:30;12/06/2024 13:00;48.60;99.00;20.06;20.06;N/A;N/A;N/A;N/A;48.73;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 13:00;12/06/2024 13:30;49.37;99.00;26.00;25.97;N/A;N/A;N/A;N/A;52.79;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 13:30;12/06/2024 14:00;38.53;42.40;30.97;30.97;N/A;N/A;N/A;N/A;42.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 14:00;12/06/2024 14:30;31.60;42.40;81.30;81.30;N/A;N/A;N/A;N/A;42.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 14:30;12/06/2024 15:00;21.68;42.40;-10.00;-10.00;N/A;N/A;N/A;N/A;42.40;-10.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 15:00;12/06/2024 15:30;27.92;42.40;81.30;81.30;N/A;N/A;N/A;N/A;42.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 15:30;12/06/2024 16:00;16.45;42.40;32.93;12.31;N/A;-4.19;N/A;N/A;42.40;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 16:00;12/06/2024 16:30;-13.13;-13.12;-2.09;-0.75;N/A;-4.19;N/A;N/A;N/A;N/A;N/A;-0.75;N/A;N/A;N/A;N/A;N/A
12/06/2024 16:30;12/06/2024 17:00;14.59;33.40;9.35;-0.75;N/A;-4.19;N/A;N/A;33.40;N/A;N/A;-0.75;N/A;N/A;N/A;N/A;N/A
12/06/2024 17:00;12/06/2024 17:30;5.72;7.53;-0.75;-0.75;N/A;N/A;N/A;N/A;N/A;N/A;N/A;-0.75;N/A;N/A;N/A;N/A;N/A
12/06/2024 17:30;12/06/2024 18:00;1240.65;1776.53;2.41;-0.75;N/A;N/A;N/A;N/A;N/A;24.40;38.40;-0.75;N/A;N/A;N/A;N/A;N/A
12/06/2024 18:00;12/06/2024 18:30;64.46;352.54;6.53;-0.75;N/A;N/A;N/A;N/A;132.41;9.90;42.48;-0.75;N/A;N/A;N/A;N/A;N/A
12/06/2024 18:30;12/06/2024 19:00;134.64;379.47;145.87;-0.75;N/A;-3.19;N/A;N/A;210.96;N/A;49.33;-0.75;N/A;N/A;N/A;N/A;N/A
12/06/2024 19:00;12/06/2024 19:30;248.99;379.47;-18.29;-86.11;N/A;-3.24;N/A;N/A;311.62;9.90;76.48;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 19:30;12/06/2024 20:00;342.20;379.47;15.13;9.90;N/A;-2.02;N/A;N/A;347.95;9.90;260.90;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 20:00;12/06/2024 20:30;344.18;379.47;19.64;16.80;N/A;1.64;N/A;N/A;350.85;N/A;260.90;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 20:30;12/06/2024 21:00;7.93;7.93;31.71;22.60;N/A;4.06;N/A;N/A;N/A;22.60;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 21:00;12/06/2024 21:30;32.22;49.60;46.21;42.56;N/A;4.06;N/A;N/A;36.53;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 21:30;12/06/2024 22:00;15.26;15.26;37.88;9.30;N/A;N/A;N/A;N/A;N/A;9.30;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 22:00;12/06/2024 22:30;135.44;165.00;-42.18;-88.82;N/A;N/A;N/A;N/A;59.52;N/A;149.56;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 22:30;12/06/2024 23:00;136.93;165.00;31.02;26.96;N/A;N/A;N/A;N/A;N/A;N/A;149.56;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 23:00;12/06/2024 23:30;21.16;21.18;35.27;31.21;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
12/06/2024 23:30;13/06/2024 00:00;22.66;22.66;10.11;6.15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 00:00;13/06/2024 00:30;79.94;143.66;23.23;14.07;N/A;N/A;N/A;N/A;N/A;N/A;N/A;27.20;N/A;N/A;N/A;N/A;N/A
13/06/2024 00:30;13/06/2024 01:00;10.78;11.21;19.48;7.42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;27.20;N/A;N/A;N/A;N/A;N/A
13/06/2024 01:00;13/06/2024 01:30;135.31;217.69;9.62;9.11;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 01:30;13/06/2024 02:00;7.54;7.57;33.80;33.23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 02:00;13/06/2024 02:30;123.31;125.99;16.23;0.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 02:30;13/06/2024 03:00;8.13;8.13;8.16;7.63;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7.63;N/A;N/A;N/A;N/A;N/A
13/06/2024 03:00;13/06/2024 03:30;7.40;7.60;6.67;2.42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6.22;N/A;N/A;N/A;N/A;N/A
13/06/2024 03:30;13/06/2024 04:00;7.84;8.12;5.96;2.42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.96;N/A;N/A;N/A;N/A;N/A
13/06/2024 04:00;13/06/2024 04:30;7.71;8.12;5.96;2.42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.96;N/A;N/A;N/A;N/A;N/A
13/06/2024 04:30;13/06/2024 05:00;6.84;6.98;5.96;2.42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5.96;N/A;N/A;N/A;N/A;N/A
13/06/2024 05:00;13/06/2024 05:30;6.91;6.92;6.08;2.42;N/A;-0.80;N/A;N/A;N/A;N/A;N/A;5.96;N/A;N/A;N/A;N/A;N/A
13/06/2024 05:30;13/06/2024 06:00;6.53;7.96;7.77;2.42;N/A;-0.80;N/A;N/A;N/A;N/A;N/A;7.47;N/A;N/A;N/A;N/A;N/A
13/06/2024 06:00;13/06/2024 06:30;110.43;138.00;-7.39;-18.70;N/A;-0.80;N/A;N/A;N/A;-11.02;136.10;7.63;N/A;N/A;N/A;N/A;N/A
13/06/2024 06:30;13/06/2024 07:00;94.06;138.00;78.60;17.09;N/A;-0.80;N/A;N/A;N/A;N/A;135.12;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 07:00;13/06/2024 07:30;122.16;138.00;44.56;-3.93;N/A;-0.80;N/A;N/A;N/A;3.05;136.10;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 07:30;13/06/2024 08:00;116.44;138.00;98.45;0.08;N/A;-0.80;N/A;N/A;N/A;N/A;117.03;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 08:00;13/06/2024 08:30;102.74;134.20;88.47;26.64;N/A;-0.80;N/A;N/A;N/A;N/A;107.70;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 08:30;13/06/2024 09:00;106.50;134.20;12.68;10.24;N/A;N/A;N/A;N/A;N/A;N/A;107.70;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 09:00;13/06/2024 09:30;93.62;128.88;-13.53;-28.65;N/A;N/A;N/A;N/A;48.89;N/A;102.27;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 09:30;13/06/2024 10:00;113.56;128.88;2.71;-17.10;N/A;N/A;N/A;N/A;N/A;-8.40;113.56;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 10:00;13/06/2024 10:30;9.19;9.19;-82.84;-135.43;N/A;N/A;N/A;N/A;N/A;N/A;9.19;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 10:30;13/06/2024 11:00;9.18;9.19;-97.41;-126.12;N/A;N/A;N/A;N/A;N/A;N/A;9.19;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 11:00;13/06/2024 11:30;1.69;9.19;-82.34;-104.18;N/A;N/A;N/A;N/A;N/A;-18.70;1.69;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 11:30;13/06/2024 12:00;-8.75;9.19;-88.30;-104.18;38.40;N/A;N/A;N/A;N/A;-18.70;2.07;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 12:00;13/06/2024 12:30;9.19;9.19;-53.64;-97.71;38.40;N/A;N/A;N/A;N/A;N/A;9.19;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 12:30;13/06/2024 13:00;-5.32;9.19;-30.96;-59.43;38.40;N/A;N/A;N/A;N/A;N/A;9.19;-40.91;N/A;N/A;N/A;N/A;N/A
13/06/2024 13:00;13/06/2024 13:30;-38.23;-24.68;-31.92;-40.91;38.40;N/A;N/A;N/A;N/A;N/A;N/A;-40.91;N/A;N/A;N/A;N/A;N/A
13/06/2024 13:30;13/06/2024 14:00;-13.89;-9.48;-31.61;-40.91;38.40;N/A;N/A;N/A;N/A;N/A;-9.48;-40.91;N/A;N/A;N/A;N/A;N/A
13/06/2024 14:00;13/06/2024 14:30;-18.36;-9.48;-63.31;-97.91;N/A;N/A;N/A;N/A;N/A;N/A;-18.36;-32.20;N/A;N/A;N/A;N/A;N/A
13/06/2024 14:30;13/06/2024 15:00;-29.71;-29.71;-55.15;-133.00;N/A;N/A;N/A;N/A;N/A;-133.00;-29.71;-23.58;N/A;N/A;N/A;N/A;N/A
13/06/2024 15:00;13/06/2024 15:30;-29.71;-29.71;-23.48;-133.00;N/A;N/A;N/A;N/A;N/A;-133.00;-29.71;-29.38;N/A;N/A;N/A;N/A;N/A
13/06/2024 15:30;13/06/2024 16:00;-29.71;-29.71;-34.54;-133.00;N/A;N/A;N/A;N/A;N/A;-133.00;-29.71;-29.61;N/A;N/A;N/A;N/A;N/A
13/06/2024 16:00;13/06/2024 16:30;-29.71;-29.71;-12.53;-133.00;N/A;N/A;N/A;N/A;N/A;-133.00;-29.71;-32.14;N/A;N/A;N/A;N/A;N/A
13/06/2024 16:30;13/06/2024 17:00;-35.31;-35.31;-24.08;-40.91;N/A;N/A;N/A;N/A;N/A;N/A;N/A;-40.91;N/A;N/A;N/A;N/A;N/A
13/06/2024 17:00;13/06/2024 17:30;17.78;18.10;-33.59;-40.91;N/A;N/A;N/A;N/A;17.78;15.70;N/A;-40.91;N/A;N/A;N/A;N/A;N/A
13/06/2024 17:30;13/06/2024 18:00;28.74;57.80;-13.61;-40.91;N/A;N/A;N/A;N/A;28.74;N/A;N/A;-40.91;N/A;N/A;N/A;N/A;N/A
13/06/2024 18:00;13/06/2024 18:30;21.75;57.80;-8.58;-12.50;N/A;-5.09;N/A;N/A;57.80;-12.50;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 18:30;13/06/2024 19:00;24.57;54.60;53.10;17.69;N/A;-5.09;N/A;N/A;47.92;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 19:00;13/06/2024 19:30;45.02;54.60;54.46;27.92;N/A;-4.07;N/A;N/A;54.60;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 19:30;13/06/2024 20:00;69.87;298.90;85.20;85.20;N/A;N/A;N/A;N/A;71.51;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 20:00;13/06/2024 20:30;130.80;298.90;214.86;10.80;N/A;2.15;N/A;N/A;91.55;10.80;270.59;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 20:30;13/06/2024 21:00;82.77;298.90;246.14;10.80;N/A;2.15;N/A;N/A;100.68;10.80;263.90;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 21:00;13/06/2024 21:30;120.03;298.90;-3.47;-6.75;N/A;2.15;N/A;N/A;68.30;N/A;178.46;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 21:30;13/06/2024 22:00;133.04;298.90;-14.50;-23.92;N/A;N/A;N/A;N/A;70.07;-12.50;178.46;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 22:00;13/06/2024 22:30;183.44;298.90;-31.52;-95.45;N/A;N/A;N/A;N/A;254.80;-12.17;180.61;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 22:30;13/06/2024 23:00;183.44;298.90;-23.11;-77.47;N/A;N/A;N/A;N/A;254.80;-12.50;180.61;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 23:00;13/06/2024 23:30;146.18;298.90;-2.04;-12.50;N/A;N/A;N/A;N/A;254.80;-12.50;143.85;N/A;N/A;N/A;N/A;N/A;N/A
13/06/2024 23:30;14/06/2024 00:00;139.52;298.90;-0.03;-12.50;N/A;N/A;N/A;N/A;248.55;-5.75;139.12;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 00:00;14/06/2024 00:30;7.10;11.54;-15.99;-22.80;N/A;N/A;N/A;N/A;N/A;-19.51;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 00:30;14/06/2024 01:00;-15.08;-15.08;-3.89;-23.10;N/A;N/A;N/A;N/A;N/A;-16.89;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 01:00;14/06/2024 01:30;2.47;5.14;-11.94;-22.90;N/A;-23.61;N/A;N/A;N/A;-22.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 01:30;14/06/2024 02:00;-9.63;-9.19;-15.07;-22.90;N/A;-23.61;N/A;N/A;N/A;-22.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 02:00;14/06/2024 02:30;9.20;27.50;66.80;66.80;N/A;N/A;N/A;N/A;27.50;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 02:30;14/06/2024 03:00;14.70;39.10;18.94;18.94;N/A;N/A;N/A;N/A;16.06;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 03:00;14/06/2024 03:30;7.25;27.50;7.50;7.50;N/A;-22.15;N/A;N/A;9.48;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 03:30;14/06/2024 04:00;6.38;27.50;18.89;-22.90;N/A;-22.15;N/A;N/A;12.99;-22.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 04:00;14/06/2024 04:30;124.60;148.89;148.89;66.80;N/A;-23.03;N/A;N/A;27.50;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 04:30;14/06/2024 05:00;62.60;96.18;96.18;66.80;N/A;-23.03;N/A;N/A;17.38;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 05:00;14/06/2024 05:30;11.15;27.50;27.47;6.71;N/A;-11.58;N/A;N/A;10.55;N/A;18.83;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 05:30;14/06/2024 06:00;12.48;27.50;27.38;6.84;N/A;-15.84;N/A;N/A;9.74;N/A;18.04;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 06:00;14/06/2024 06:30;16.66;18.83;-15.77;-22.90;N/A;-23.03;148.85;N/A;7.90;-22.90;17.10;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 06:30;14/06/2024 07:00;38.06;58.10;-11.29;-22.90;N/A;-23.61;148.85;N/A;21.24;-22.90;15.26;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 07:00;14/06/2024 07:30;50.38;58.10;-3.96;-22.90;N/A;-23.61;152.82;N/A;57.10;-19.07;15.26;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 07:30;14/06/2024 08:00;13.34;15.26;-9.72;-22.80;N/A;-20.68;152.82;N/A;6.30;-19.33;15.26;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 08:00;14/06/2024 08:30;84.69;124.23;124.23;95.09;N/A;-7.59;N/A;N/A;53.31;N/A;15.26;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 08:30;14/06/2024 09:00;55.50;153.24;136.81;24.12;N/A;-2.95;N/A;N/A;56.20;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 09:00;14/06/2024 09:30;64.72;379.63;379.63;90.00;N/A;-3.29;N/A;N/A;79.50;N/A;277.08;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 09:30;14/06/2024 10:00;160.70;384.94;376.74;14.83;N/A;-3.30;N/A;N/A;190.43;N/A;279.05;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 10:00;14/06/2024 10:30;152.54;384.94;372.34;32.16;N/A;-3.30;134.65;N/A;210.96;N/A;279.05;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 10:30;14/06/2024 11:00;158.21;384.94;214.68;16.14;N/A;-3.30;134.65;N/A;218.96;N/A;279.05;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 11:00;14/06/2024 11:30;156.14;384.94;-5.25;-9.17;N/A;N/A;121.19;N/A;223.70;N/A;279.26;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 11:30;14/06/2024 12:00;106.19;384.94;0.92;-2.84;N/A;N/A;121.19;N/A;121.08;N/A;287.35;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 12:00;14/06/2024 12:30;-22.79;0.03;-19.96;-22.79;N/A;N/A;126.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 12:30;14/06/2024 13:00;0.03;0.03;5.33;4.65;N/A;N/A;126.00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 13:00;14/06/2024 13:30;5.28;7.90;5.53;4.63;N/A;N/A;N/A;N/A;7.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 13:30;14/06/2024 14:00;3.21;7.90;5.36;4.60;N/A;N/A;N/A;N/A;7.90;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 14:00;14/06/2024 14:30;51.45;58.10;27.52;0.00;N/A;N/A;N/A;N/A;58.10;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 14:30;14/06/2024 15:00;57.19;58.10;51.99;20.59;N/A;-23.61;N/A;N/A;58.10;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14/06/2024 15:00;14/06/2024 15:30;-18.01;-18.01;4.81;4.60;N/A;-23.61;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
