Heure de début,Heure de fin,Besoin en aFRR hausse exprimé par RTE (en MW),Besoin en aFRR baisse exprimé par RTE (en MW),Volume daFRR à la hausse activé pour la France (en MW),Volume daFRR à la baisse activé pour la France (en MW),Prix Moyen Pondéré d'aFRR activée à la hausse pour la France (en Euros/MWh),Prix Moyen Pondéré d'aFRR activée à la baisse pour la France (en Euros/MWh),Volume d'aFRR à la hausse activé en France (en MW),Volume d'aFRR à la baisse activé en France (en MW)
23/06/2024 10:45,23/06/2024 11:00,2000,0,775,0,334.51,96.50,775,0
23/06/2024 11:00,23/06/2024 11:15,1471,0,1010,0,236.51,96.50,1010,0
23/06/2024 11:15,23/06/2024 11:30,944,0,558,0,6.07,96.50,558,0
23/06/2024 11:30,23/06/2024 11:45,814,0,275,0,6.07,96.50,275,0
23/06/2024 11:45,23/06/2024 12:00,1053,0,232,0,6.35,96.50,232,0
23/06/2024 12:00,23/06/2024 12:15,415,2,58,0,-4.02,0.00,58,0
23/06/2024 12:15,23/06/2024 12:30,397,0,320,0,6.49,96.50,320,0
23/06/2024 12:30,23/06/2024 12:45,711,0,361,0,6.49,96.50,361,0
23/06/2024 12:45,23/06/2024 13:00,301,1,72,4,-2.32,55.98,72,4
23/06/2024 13:00,23/06/2024 13:15,198,9,140,0,6.22,0.00,140,0
23/06/2024 13:15,23/06/2024 13:30,1,603,25,61,-10.15,9.13,25,61
23/06/2024 13:30,23/06/2024 13:45,0,639,0,282,-16.64,6.57,0,282
23/06/2024 13:45,23/06/2024 14:00,0,690,0,448,-16.64,5.36,0,448
23/06/2024 14:00,23/06/2024 14:15,673,11,65,73,2.67,10.84,65,73
23/06/2024 14:15,23/06/2024 14:30,496,0,91,3,-0.69,80.60,91,3
23/06/2024 14:30,23/06/2024 14:45,206,3,0,7,-6.50,71.31,0,7
23/06/2024 14:45,23/06/2024 15:00,45,93,0,63,-16.64,12.09,0,63
23/06/2024 15:00,23/06/2024 15:15,685,0,247,1,4.78,0.00,247,1
23/06/2024 15:15,23/06/2024 15:30,499,0,248,0,6.45,96.50,248,0
23/06/2024 15:30,23/06/2024 15:45,571,0,286,0,6.46,96.50,286,0
23/06/2024 15:45,23/06/2024 16:00,274,5,126,0,3.13,96.50,126,0
23/06/2024 16:00,23/06/2024 16:15,653,0,294,0,6.93,96.50,294,0
23/06/2024 16:15,23/06/2024 16:30,554,0,268,0,7.06,96.50,268,0
23/06/2024 16:30,23/06/2024 16:45,1116,0,967,0,164.78,96.50,967,0
23/06/2024 16:45,23/06/2024 17:00,230,84,152,5,0.27,32.89,152,5
23/06/2024 17:00,23/06/2024 17:15,486,219,358,34,5.77,7.13,358,34
23/06/2024 17:15,23/06/2024 17:30,0,877,0,854,-30.11,0.68,0,854
23/06/2024 17:30,23/06/2024 17:45,131,110,18,228,7.69,8.44,18,228
23/06/2024 17:45,23/06/2024 18:00,764,0,516,0,6.63,96.50,516,0
23/06/2024 18:00,23/06/2024 18:15,786,1,280,9,5.24,64.50,280,9
23/06/2024 18:15,23/06/2024 18:30,49,106,0,100,-16.06,47.06,0,100
23/06/2024 18:30,23/06/2024 18:45,461,6,158,7,6.76,52.87,158,7
23/06/2024 18:45,23/06/2024 19:00,1270,0,896,0,111.89,98.10,896,0
23/06/2024 19:00,23/06/2024 19:15,1643,0,456,0,10.67,98.10,456,0
23/06/2024 19:15,23/06/2024 19:30,1491,0,420,0,11.52,98.10,420,0
23/06/2024 19:30,23/06/2024 19:45,1480,0,876,0,221.78,98.10,876,0
23/06/2024 19:45,23/06/2024 20:00,1569,0,1002,0,373.95,84.30,1002,0
23/06/2024 20:00,23/06/2024 20:15,1358,0,492,0,194.55,84.30,492,0
23/06/2024 20:15,23/06/2024 20:30,1156,0,627,0,310.69,84.30,627,0
23/06/2024 20:30,23/06/2024 20:45,1253,0,809,0,387.59,84.30,809,0
23/06/2024 20:45,23/06/2024 21:00,1188,0,808,0,379.44,84.30,808,0
23/06/2024 21:00,23/06/2024 21:15,1211,0,348,15,58.24,40.46,348,15
23/06/2024 21:15,23/06/2024 21:30,827,0,475,0,52.37,84.30,475,0
23/06/2024 21:30,23/06/2024 21:45,685,0,316,0,38.69,84.30,316,0
23/06/2024 21:45,23/06/2024 22:00,290,3,93,0,23.11,84.30,93,0
23/06/2024 22:00,23/06/2024 22:15,384,2,328,0,36.64,84.30,328,0
23/06/2024 22:15,23/06/2024 22:30,20,172,34,18,20.19,51.24,34,18
23/06/2024 22:30,23/06/2024 22:45,855,3,418,9,62.23,40.67,418,9
23/06/2024 22:45,23/06/2024 23:00,518,0,302,0,20.14,92.92,302,0
23/06/2024 23:00,23/06/2024 23:15,769,0,195,0,19.37,92.92,195,0
23/06/2024 23:15,23/06/2024 23:30,79,143,53,14,19.16,62.23,53,14
23/06/2024 23:30,23/06/2024 23:45,397,5,203,13,32.95,44.53,203,13
23/06/2024 23:45,24/06/2024 00:00,0,619,14,464,0.00,-23.34,14,464
24/06/2024 00:00,24/06/2024 00:15,853,12,480,127,192.03,25.48,480,127
24/06/2024 00:15,24/06/2024 00:30,365,55,344,2,17.61,47.67,344,2
24/06/2024 00:30,24/06/2024 00:45,27,190,0,105,-4.11,45.39,0,105
24/06/2024 00:45,24/06/2024 01:00,35,240,0,263,-4.11,25.29,0,263
24/06/2024 01:00,24/06/2024 01:15,1248,0,603,2,41.91,0.00,603,2
24/06/2024 01:15,24/06/2024 01:30,776,0,192,0,11.00,48.50,192,0
24/06/2024 01:30,24/06/2024 01:45,840,0,171,0,11.52,66.00,171,0
24/06/2024 01:45,24/06/2024 02:00,115,12,8,7,-2.23,63.28,8,7
24/06/2024 02:00,24/06/2024 02:15,638,1,57,1,11.41,30.15,57,1
24/06/2024 02:15,24/06/2024 02:30,214,28,17,2,12.15,61.21,17,2
24/06/2024 02:30,24/06/2024 02:45,1,538,0,393,12.37,-52.47,0,393
24/06/2024 02:45,24/06/2024 03:00,0,872,0,644,14.39,-179.61,0,644
24/06/2024 03:00,24/06/2024 03:15,145,24,42,169,14.39,19.37,42,169
24/06/2024 03:15,24/06/2024 03:30,80,71,7,20,13.74,33.03,7,20
24/06/2024 03:30,24/06/2024 03:45,1,194,0,210,14.23,19.39,0,210
24/06/2024 03:45,24/06/2024 04:00,10,101,0,104,15.16,41.78,0,104
24/06/2024 04:00,24/06/2024 04:15,208,10,4,18,14.61,66.35,4,18
24/06/2024 04:15,24/06/2024 04:30,207,1,11,0,17.15,96.50,11,0
24/06/2024 04:30,24/06/2024 04:45,213,4,14,1,16.99,96.50,14,1
24/06/2024 04:45,24/06/2024 05:00,96,187,1,19,14.16,19.63,1,19
24/06/2024 05:00,24/06/2024 05:15,0,1394,0,596,16.51,-200.00,0,596
24/06/2024 05:15,24/06/2024 05:30,0,822,0,642,16.51,-186.42,0,642
24/06/2024 05:30,24/06/2024 05:45,0,613,0,497,16.51,-63.18,0,497
24/06/2024 05:45,24/06/2024 06:00,0,432,0,383,15.36,15.36,0,383
24/06/2024 06:00,24/06/2024 06:15,1,522,0,505,15.36,-45.23,0,505
24/06/2024 06:15,24/06/2024 06:30,581,2,236,19,12.60,30.04,236,19
24/06/2024 06:30,24/06/2024 06:45,971,0,643,0,254.52,96.50,643,0
24/06/2024 06:45,24/06/2024 07:00,1281,0,722,0,355.55,66.00,722,0
24/06/2024 07:00,24/06/2024 07:15,702,0,416,0,30.71,48.50,416,0
24/06/2024 07:15,24/06/2024 07:30,847,0,326,0,17.89,48.50,326,0
24/06/2024 07:30,24/06/2024 07:45,1014,0,424,0,29.51,48.50,424,0
24/06/2024 07:45,24/06/2024 08:00,1527,0,522,0,134.46,48.50,522,0
24/06/2024 08:00,24/06/2024 08:15,745,0,518,0,80.04,98.10,518,0
24/06/2024 08:15,24/06/2024 08:30,859,0,96,0,9.19,7.65,96,0
24/06/2024 08:30,24/06/2024 08:45,746,0,77,0,12.05,98.10,77,0
24/06/2024 08:45,24/06/2024 09:00,572,0,7,0,5.14,49.23,7,0
24/06/2024 09:00,24/06/2024 09:15,1484,0,358,0,207.00,66.00,358,0
24/06/2024 09:15,24/06/2024 09:30,834,0,13,49,0.34,48.22,13,49
24/06/2024 09:30,24/06/2024 09:45,399,10,1,9,4.90,61.35,1,9
24/06/2024 09:45,24/06/2024 10:00,1,328,0,275,5.48,8.72,0,275
24/06/2024 10:00,24/06/2024 10:15,229,142,14,201,5.48,24.92,14,201
24/06/2024 10:15,24/06/2024 10:30,218,1,12,0,7.11,62.31,12,0
24/06/2024 10:30,24/06/2024 10:45,4,290,0,209,7.47,-55.64,0,209
24/06/2024 10:45,24/06/2024 11:00,140,18,19,95,7.47,24.65,19,95
24/06/2024 11:00,24/06/2024 11:15,194,5,3,3,6.79,69.68,3,3
24/06/2024 11:15,24/06/2024 11:30,32,76,0,32,0.48,66.93,0,32
24/06/2024 11:30,24/06/2024 11:45,110,15,2,24,9.88,63.09,2,24
24/06/2024 11:45,24/06/2024 12:00,356,0,34,0,14.31,0.00,34,0
24/06/2024 12:00,24/06/2024 12:15,346,1,24,3,14.18,82.38,24,3
24/06/2024 12:15,24/06/2024 12:30,308,2,93,0,12.66,33.88,93,0
24/06/2024 12:30,24/06/2024 12:45,876,0,310,0,124.08,98.10,310,0
24/06/2024 12:45,24/06/2024 13:00,339,32,115,31,26.55,65.94,115,31
24/06/2024 13:00,24/06/2024 13:15,567,5,27,30,16.03,61.05,27,30
24/06/2024 13:15,24/06/2024 13:30,520,0,16,0,9.67,50.02,16,0
24/06/2024 13:30,24/06/2024 13:45,540,0,29,0,11.71,98.10,29,0
24/06/2024 13:45,24/06/2024 14:00,204,8,1,15,2.32,80.72,1,15
24/06/2024 14:00,24/06/2024 14:15,754,0,8,2,15.64,77.37,8,2
24/06/2024 14:15,24/06/2024 14:30,342,0,1,4,14.21,85.13,1,4
24/06/2024 14:30,24/06/2024 14:45,380,0,1,5,13.29,84.13,1,5
24/06/2024 14:45,24/06/2024 15:00,230,8,2,4,16.90,83.40,2,4
24/06/2024 15:00,24/06/2024 15:15,3,208,0,147,18.40,20.35,0,147
24/06/2024 15:15,24/06/2024 15:30,0,224,0,220,10.84,10.87,0,220
24/06/2024 15:30,24/06/2024 15:45,0,109,0,236,10.84,10.84,0,236
24/06/2024 15:45,24/06/2024 16:00,40,144,0,151,10.84,17.64,0,151
24/06/2024 16:00,24/06/2024 16:15,254,6,9,35,10.84,58.02,9,35
24/06/2024 16:15,24/06/2024 16:30,223,0,10,3,10.60,72.66,10,3
24/06/2024 16:30,24/06/2024 16:45,10,250,1,182,7.19,10.84,1,182
24/06/2024 16:45,24/06/2024 17:00,2,287,0,239,10.86,10.86,0,239
24/06/2024 17:00,24/06/2024 17:15,132,102,1,59,-15.97,57.96,1,59
24/06/2024 17:15,24/06/2024 17:30,0,555,0,497,-30.11,-1.81,0,497
24/06/2024 17:30,24/06/2024 17:45,4,247,0,325,-30.11,15.48,0,325
24/06/2024 17:45,24/06/2024 18:00,20,108,5,39,-18.66,61.01,5,39
24/06/2024 18:00,24/06/2024 18:15,0,1041,0,595,-30.11,-35.06,0,595
24/06/2024 18:15,24/06/2024 18:30,0,781,0,733,-30.11,-23.94,0,733
24/06/2024 18:30,24/06/2024 18:45,7,263,0,250,-30.11,43.96,0,250
24/06/2024 18:45,24/06/2024 19:00,491,4,266,12,6.97,0.00,266,12
24/06/2024 19:00,24/06/2024 19:15,175,50,87,37,0.67,60.90,87,37
24/06/2024 19:15,24/06/2024 19:30,202,45,62,11,3.06,75.81,62,11
24/06/2024 19:30,24/06/2024 19:45,17,638,95,289,2.15,6.35,95,289
24/06/2024 19:45,24/06/2024 20:00,0,597,1,371,6.35,31.24,1,371
24/06/2024 20:00,24/06/2024 20:15,324,0,66,0,6.34,97.90,66,0
24/06/2024 20:15,24/06/2024 20:30,168,17,140,0,6.93,98.15,140,0
24/06/2024 20:30,24/06/2024 20:45,72,31,63,0,6.93,98.15,63,0
24/06/2024 20:45,24/06/2024 21:00,53,423,2,160,6.41,49.63,2,160
24/06/2024 21:00,24/06/2024 21:15,1316,0,505,25,221.54,0.00,505,25
24/06/2024 21:15,24/06/2024 21:30,715,0,743,0,138.74,95.42,743,0
24/06/2024 21:30,24/06/2024 21:45,588,0,210,0,8.14,95.42,210,0
24/06/2024 21:45,24/06/2024 22:00,640,0,40,0,8.12,95.42,40,0
24/06/2024 22:00,24/06/2024 22:15,1566,0,644,0,281.28,95.52,644,0
24/06/2024 22:15,24/06/2024 22:30,842,0,729,0,80.14,95.42,729,0
24/06/2024 22:30,24/06/2024 22:45,735,0,442,0,44.42,95.42,442,0
24/06/2024 22:45,24/06/2024 23:00,40,226,3,187,0.00,68.77,3,187
24/06/2024 23:00,24/06/2024 23:15,449,4,232,61,37.75,54.18,232,61
24/06/2024 23:15,24/06/2024 23:30,0,762,28,297,2.37,15.86,28,297
24/06/2024 23:30,24/06/2024 23:45,209,20,71,199,8.10,37.13,71,199
24/06/2024 23:45,25/06/2024 00:00,2,602,0,391,0.00,11.12,0,391
25/06/2024 00:00,25/06/2024 00:15,254,30,50,206,-3.02,16.46,50,206
25/06/2024 00:15,25/06/2024 00:30,0,705,4,397,0.00,-7.69,4,397
25/06/2024 00:30,25/06/2024 00:45,3,238,0,335,-30.11,5.90,0,335
25/06/2024 00:45,25/06/2024 01:00,0,729,0,594,-30.11,-13.82,0,594
25/06/2024 01:00,25/06/2024 01:15,123,62,55,273,-1.03,15.20,55,273
25/06/2024 01:15,25/06/2024 01:30,1,533,9,360,0.00,6.98,9,360
25/06/2024 01:30,25/06/2024 01:45,0,402,0,416,-30.11,18.63,0,416
25/06/2024 01:45,25/06/2024 02:00,0,686,0,582,-30.11,6.80,0,582
25/06/2024 02:00,25/06/2024 02:15,864,10,100,192,6.80,14.07,100,192
25/06/2024 02:15,25/06/2024 02:30,848,0,133,0,2.19,98.10,133,0
25/06/2024 02:30,25/06/2024 02:45,649,0,4,3,-22.10,94.50,4,3
25/06/2024 02:45,25/06/2024 03:00,106,28,0,22,-30.11,78.30,0,22
25/06/2024 03:00,25/06/2024 03:15,770,0,244,8,6.80,14.29,244,8
25/06/2024 03:15,25/06/2024 03:30,608,0,142,0,0.18,98.10,142,0
25/06/2024 03:30,25/06/2024 03:45,474,0,169,0,6.80,98.10,169,0
25/06/2024 03:45,25/06/2024 04:00,158,31,51,34,-8.02,7.44,51,34
25/06/2024 04:00,25/06/2024 04:15,256,0,1,6,-22.70,69.90,1,6
25/06/2024 04:15,25/06/2024 04:30,136,13,6,7,-30.11,69.72,6,7
25/06/2024 04:30,25/06/2024 04:45,108,4,21,0,-28.86,96.86,21,0
25/06/2024 04:45,25/06/2024 05:00,132,2,2,4,-27.14,59.67,2,4
25/06/2024 05:00,25/06/2024 05:15,661,0,115,0,7.70,98.10,115,0
25/06/2024 05:15,25/06/2024 05:30,883,0,82,0,7.68,98.10,82,0
25/06/2024 05:30,25/06/2024 05:45,565,0,7,0,6.91,59.52,7,0
25/06/2024 05:45,25/06/2024 06:00,687,0,8,0,5.78,75.61,8,0
25/06/2024 06:00,25/06/2024 06:15,81,103,0,49,-24.49,69.05,0,49
25/06/2024 06:15,25/06/2024 06:30,300,10,103,19,6.17,70.62,103,19
25/06/2024 06:30,25/06/2024 06:45,389,13,299,0,6.17,98.10,299,0
25/06/2024 06:45,25/06/2024 07:00,609,1,351,0,55.62,98.10,351,0
25/06/2024 07:00,25/06/2024 07:15,6,503,149,292,3.35,-2.96,149,292
25/06/2024 07:15,25/06/2024 07:30,217,99,24,226,6.17,23.25,24,226
25/06/2024 07:30,25/06/2024 07:45,425,0,115,0,6.17,79.99,115,0
25/06/2024 07:45,25/06/2024 08:00,1007,0,201,0,6.34,79.99,201,0
25/06/2024 08:00,25/06/2024 08:15,1343,0,652,0,176.40,79.99,652,0
25/06/2024 08:15,25/06/2024 08:30,1417,0,742,0,156.38,79.99,742,0
25/06/2024 08:30,25/06/2024 08:45,1191,0,153,0,6.34,70.50,153,0
25/06/2024 08:45,25/06/2024 09:00,1041,0,1,1,4.07,43.03,1,1
25/06/2024 09:00,25/06/2024 09:15,1353,0,476,0,128.32,44.76,476,0
25/06/2024 09:15,25/06/2024 09:30,858,0,241,0,10.83,70.50,241,0
25/06/2024 09:30,25/06/2024 09:45,429,0,62,1,6.34,47.64,62,1
25/06/2024 09:45,25/06/2024 10:00,132,18,0,9,2.33,51.54,0,9
25/06/2024 10:00,25/06/2024 10:15,281,0,10,0,5.40,5.28,10,0
25/06/2024 10:15,25/06/2024 10:30,47,181,19,31,7.85,20.75,19,31
25/06/2024 10:30,25/06/2024 10:45,0,443,0,185,-24.49,20.36,0,185
25/06/2024 10:45,25/06/2024 11:00,0,755,0,609,-24.49,-35.33,0,609
25/06/2024 11:00,25/06/2024 11:15,1,251,0,297,-24.49,7.94,0,297
25/06/2024 11:15,25/06/2024 11:30,0,325,0,151,-24.49,20.02,0,151
25/06/2024 11:30,25/06/2024 11:45,0,671,0,219,-24.49,12.00,0,219
25/06/2024 11:45,25/06/2024 12:00,0,720,0,323,-24.49,9.32,0,323
25/06/2024 12:00,25/06/2024 12:15,0,1344,0,666,-24.49,-426.85,0,666
25/06/2024 12:15,25/06/2024 12:30,0,1599,0,711,-24.49,-70.21,0,711
25/06/2024 12:30,25/06/2024 12:45,0,596,0,607,-24.49,-27.73,0,607
25/06/2024 12:45,25/06/2024 13:00,464,134,7,139,4.14,32.05,7,139
25/06/2024 13:00,25/06/2024 13:15,464,0,16,3,-8.57,61.39,16,3
25/06/2024 13:15,25/06/2024 13:30,35,146,12,29,-12.28,56.06,12,29
25/06/2024 13:30,25/06/2024 13:45,2,240,0,156,-24.49,19.33,0,156
25/06/2024 13:45,25/06/2024 14:00,32,167,0,108,-24.49,64.90,0,108
25/06/2024 14:00,25/06/2024 14:15,1210,0,19,8,-6.84,13.10,19,8
25/06/2024 14:15,25/06/2024 14:30,1356,0,36,3,-0.05,18.52,36,3
25/06/2024 14:30,25/06/2024 14:45,520,12,22,5,-0.04,-0.04,22,5
25/06/2024 14:45,25/06/2024 15:00,159,71,0,25,-0.04,-0.04,0,25
25/06/2024 15:00,25/06/2024 15:15,217,664,0,245,11.59,11.59,0,245
25/06/2024 15:15,25/06/2024 15:30,0,1559,0,616,11.59,11.59,0,616
25/06/2024 15:30,25/06/2024 15:45,0,630,0,432,11.59,11.59,0,432
25/06/2024 15:45,25/06/2024 16:00,0,895,0,500,11.59,11.59,0,500
25/06/2024 16:00,25/06/2024 16:15,0,694,0,487,25.00,25.00,0,487
25/06/2024 16:15,25/06/2024 16:30,38,217,3,144,25.00,25.00,3,144
25/06/2024 16:30,25/06/2024 16:45,524,1,70,0,10.08,96.50,70,0
25/06/2024 16:45,25/06/2024 17:00,267,6,154,0,31.73,96.50,154,0
25/06/2024 17:00,25/06/2024 17:15,3,290,93,103,6.20,19.24,93,103
25/06/2024 17:15,25/06/2024 17:30,12,303,0,61,-12.82,32.12,0,61
25/06/2024 17:30,25/06/2024 17:45,68,62,17,4,2.14,7.71,17,4
25/06/2024 17:45,25/06/2024 18:00,345,1,112,0,7.35,61.20,112,0
25/06/2024 18:00,25/06/2024 18:15,12,300,11,121,-0.92,26.40,11,121
25/06/2024 18:15,25/06/2024 18:30,274,7,111,4,7.33,0.00,111,4
25/06/2024 18:30,25/06/2024 18:45,214,23,107,0,7.26,43.12,107,0
25/06/2024 18:45,25/06/2024 19:00,624,0,434,0,32.82,89.20,434,0
25/06/2024 19:00,25/06/2024 19:15,6,741,93,401,4.65,7.17,93,401
25/06/2024 19:15,25/06/2024 19:30,0,855,0,509,7.16,34.86,0,509
25/06/2024 19:30,25/06/2024 19:45,0,702,0,44,6.36,33.71,0,44
25/06/2024 19:45,25/06/2024 20:00,5,680,2,3,6.21,54.15,2,3
25/06/2024 20:00,25/06/2024 20:15,820,0,172,0,7.17,90.77,172,0
25/06/2024 20:15,25/06/2024 20:30,553,0,421,0,7.17,90.77,421,0
25/06/2024 20:30,25/06/2024 20:45,741,0,650,0,47.30,90.77,650,0
25/06/2024 20:45,25/06/2024 21:00,226,2,193,0,7.17,90.77,193,0
25/06/2024 21:00,25/06/2024 21:15,1536,0,666,0,221.50,79.89,666,0
25/06/2024 21:15,25/06/2024 21:30,1185,0,937,0,160.97,79.89,937,0
25/06/2024 21:30,25/06/2024 21:45,1025,0,98,21,3.13,51.43,98,21
25/06/2024 21:45,25/06/2024 22:00,275,1,9,7,5.69,74.73,9,7
25/06/2024 22:00,25/06/2024 22:15,708,1,449,1,53.26,22.17,449,1
25/06/2024 22:15,25/06/2024 22:30,518,0,245,0,6.23,79.89,245,0
25/06/2024 22:30,25/06/2024 22:45,639,0,221,0,0.85,79.89,221,0
25/06/2024 22:45,25/06/2024 23:00,157,119,11,53,0.00,74.53,11,53
25/06/2024 23:00,25/06/2024 23:15,1,474,0,219,-30.11,61.43,0,219
25/06/2024 23:15,25/06/2024 23:30,0,1386,0,688,-30.11,-9.74,0,688
25/06/2024 23:30,25/06/2024 23:45,0,472,0,498,-30.11,22.87,0,498
25/06/2024 23:45,26/06/2024 00:00,0,1105,0,943,-30.11,-10.85,0,943
26/06/2024 00:00,26/06/2024 00:15,845,11,209,249,7.10,24.70,209,249
26/06/2024 00:15,26/06/2024 00:30,373,4,282,0,3.94,80.49,282,0
26/06/2024 00:30,26/06/2024 00:45,118,338,51,48,-7.31,21.95,51,48
26/06/2024 00:45,26/06/2024 01:00,0,1368,0,861,-30.11,-30.85,0,861
26/06/2024 01:00,26/06/2024 01:15,0,797,0,638,-30.11,1.26,0,638
26/06/2024 01:15,26/06/2024 01:30,0,843,0,484,-30.11,6.61,0,484
26/06/2024 01:30,26/06/2024 01:45,0,642,0,408,-30.11,8.15,0,408
26/06/2024 01:45,26/06/2024 02:00,0,1081,0,774,-30.11,-34.11,0,774
26/06/2024 02:00,26/06/2024 02:15,103,77,121,231,7.54,18.70,121,231
26/06/2024 02:15,26/06/2024 02:30,171,0,103,0,-1.87,77.24,103,0
26/06/2024 02:30,26/06/2024 02:45,720,2,433,0,101.83,77.24,433,0
26/06/2024 02:45,26/06/2024 03:00,0,742,30,413,0.00,-38.56,30,413
26/06/2024 03:00,26/06/2024 03:15,164,65,62,229,5.22,13.28,62,229
26/06/2024 03:15,26/06/2024 03:30,10,150,12,67,-2.36,38.72,12,67
26/06/2024 03:30,26/06/2024 03:45,8,227,0,230,-2.28,17.59,0,230
26/06/2024 03:45,26/06/2024 04:00,9,131,0,113,-2.28,35.98,0,113
26/06/2024 04:00,26/06/2024 04:15,554,0,30,27,5.46,60.26,30,27
26/06/2024 04:15,26/06/2024 04:30,295,0,10,0,4.82,0.00,10,0
26/06/2024 04:30,26/06/2024 04:45,157,1,3,2,4.02,78.71,3,2
26/06/2024 04:45,26/06/2024 05:00,266,0,3,0,2.30,76.56,3,0
26/06/2024 05:00,26/06/2024 05:15,68,39,0,34,0.00,67.25,0,34
26/06/2024 05:15,26/06/2024 05:30,64,29,0,18,1.34,67.26,0,18
26/06/2024 05:30,26/06/2024 05:45,15,159,0,151,-4.11,63.12,0,151
26/06/2024 05:45,26/06/2024 06:00,170,33,8,9,-3.97,37.54,8,9
26/06/2024 06:00,26/06/2024 06:15,0,1388,0,678,-4.11,-12.93,0,678
26/06/2024 06:15,26/06/2024 06:30,0,1088,0,937,-4.11,-3.42,0,937
26/06/2024 06:30,26/06/2024 06:45,3,432,6,369,6.88,21.34,6,369
26/06/2024 06:45,26/06/2024 07:00,9,145,7,32,-3.09,68.15,7,32
26/06/2024 07:00,26/06/2024 07:15,2,305,0,147,0.00,62.69,0,147
26/06/2024 07:15,26/06/2024 07:30,329,1,232,2,7.81,29.58,232,2
26/06/2024 07:30,26/06/2024 07:45,200,10,164,0,7.81,98.10,164,0
26/06/2024 07:45,26/06/2024 08:00,995,0,495,0,88.96,98.10,495,0
26/06/2024 08:00,26/06/2024 08:15,954,0,728,0,112.42,98.10,728,0
26/06/2024 08:15,26/06/2024 08:30,1018,0,554,0,104.88,98.10,554,0
26/06/2024 08:30,26/06/2024 08:45,274,14,40,67,0.00,62.30,40,67
26/06/2024 08:45,26/06/2024 09:00,281,3,2,3,4.08,65.72,2,3
26/06/2024 09:00,26/06/2024 09:15,46,112,11,3,-4.03,60.96,11,3
26/06/2024 09:15,26/06/2024 09:30,0,281,0,41,-4.11,62.52,0,41
26/06/2024 09:30,26/06/2024 09:45,0,680,0,401,-4.11,3.42,0,401
26/06/2024 09:45,26/06/2024 10:00,0,799,0,622,-4.11,-9.20,0,622
26/06/2024 10:00,26/06/2024 10:15,367,38,138,139,30.78,20.38,138,139
26/06/2024 10:15,26/06/2024 10:30,296,1,17,21,-0.27,53.72,17,21
26/06/2024 10:30,26/06/2024 10:45,70,18,2,5,-3.69,71.78,2,5
26/06/2024 10:45,26/06/2024 11:00,0,304,0,117,-4.11,23.40,0,117
26/06/2024 11:00,26/06/2024 11:15,0,1451,0,374,-4.11,-33.13,0,374
26/06/2024 11:15,26/06/2024 11:30,0,2523,0,624,-4.11,-45.07,0,624
26/06/2024 11:30,26/06/2024 11:45,0,2437,0,583,-4.11,-15.72,0,583
26/06/2024 11:45,26/06/2024 12:00,0,2032,0,541,-4.11,-48.54,0,541
26/06/2024 12:00,26/06/2024 12:15,0,1406,0,580,-4.11,-47.07,0,580
26/06/2024 12:15,26/06/2024 12:30,2,415,0,364,-4.11,4.53,0,364
26/06/2024 12:30,26/06/2024 12:45,380,1,8,19,-3.82,40.74,8,19
26/06/2024 12:45,26/06/2024 13:00,23,129,0,34,-30.11,48.03,0,34
26/06/2024 13:00,26/06/2024 13:15,763,0,285,2,24.45,0.00,285,2
26/06/2024 13:15,26/06/2024 13:30,447,0,265,0,5.62,77.24,265,0
26/06/2024 13:30,26/06/2024 13:45,359,0,1,3,-7.96,59.20,1,3
26/06/2024 13:45,26/06/2024 14:00,270,0,2,2,-27.92,55.73,2,2
26/06/2024 14:00,26/06/2024 14:15,622,0,88,0,39.20,25.16,88,0
26/06/2024 14:15,26/06/2024 14:30,868,0,574,0,38.46,77.24,574,0
26/06/2024 14:30,26/06/2024 14:45,1368,0,601,0,160.57,77.24,601,0
26/06/2024 14:45,26/06/2024 15:00,383,27,103,55,3.36,43.62,103,55
26/06/2024 15:00,26/06/2024 15:15,0,658,0,175,-4.11,12.36,0,175
26/06/2024 15:15,26/06/2024 15:30,0,904,0,409,-4.11,-4.13,0,409
26/06/2024 15:30,26/06/2024 15:45,140,117,113,71,12.83,16.94,113,71
26/06/2024 15:45,26/06/2024 16:00,110,33,38,12,-6.22,60.30,38,12
26/06/2024 16:00,26/06/2024 16:15,431,236,11,71,-8.27,11.64,11,71
26/06/2024 16:15,26/06/2024 16:30,11,445,0,375,-16.64,16.97,0,375
26/06/2024 16:30,26/06/2024 16:45,682,0,294,4,14.01,0.00,294,4
26/06/2024 16:45,26/06/2024 17:00,893,0,585,0,32.02,77.24,585,0
26/06/2024 17:00,26/06/2024 17:15,30,451,106,247,9.88,15.01,106,247
26/06/2024 17:15,26/06/2024 17:30,15,382,0,242,12.24,17.30,0,242
26/06/2024 17:30,26/06/2024 17:45,648,0,190,0,13.23,77.24,190,0
26/06/2024 17:45,26/06/2024 18:00,1291,0,621,0,148.10,77.24,621,0
26/06/2024 18:00,26/06/2024 18:15,84,424,167,290,10.32,13.00,167,290
26/06/2024 18:15,26/06/2024 18:30,110,144,35,182,11.95,30.26,35,182
26/06/2024 18:30,26/06/2024 18:45,505,0,279,0,17.09,77.24,279,0
26/06/2024 18:45,26/06/2024 19:00,366,2,325,0,37.61,77.24,325,0
26/06/2024 19:00,26/06/2024 19:15,0,691,6,377,11.25,13.83,6,377
26/06/2024 19:15,26/06/2024 19:30,0,469,0,439,12.94,22.72,0,439
